CostVariables,,,,,,,,,,,
StaffCostHour,20,,,,,,,,,,
FixedCostsCar,0,,,,,,,,,,
FixedCostsPt,11.8,,,,,,,,,,
CarCostsP_km,0.34,(0.56 p/mile),,,,,,,,,
JourneyData,,,,,,,,,,,
From,x,y,To,x,y,CarEm,CarTime,PtEm,PtTime,WalkDist,carDist
HA1 9GF,51.585237,-0.329686,SE15 5SZ,51.475094,-0.066594,22.16936273,69.79109191,12.05536107,86,-1,27.5674813
NW4 3SA,51.578178,-0.232051,NW4 3RD,51.578629,-0.219693,2.687195482,4.706959244,0.120877836,17,-1,1.859248901
W5 5RN,51.50431,-0.304247,SW12 8LH,51.445845,-0.159572,14.44367572,40.55487083,11.66910471,83,-1,16.01917398
SE22 8HA,51.454919,-0.076731,SE23 3NN,51.44797,-0.049132,2.687195482,6.37219382,0.735929603,35,-1,2.517016559
E7 0AF,51.55368,0.019868,SE15 6TE,51.480644,-0.067814,10.74878193,34.31437429,7.330843298,87,-1,13.55417784
SE7 8NE,51.491891,0.035502,E6 9TA,51.532761,0.055219,7.389787576,28.74123071,4.162076383,100,-1,11.35278613
SE22 8AD,51.464181,-0.082748,SE15 4DA,51.462937,-0.077042,3.023094918,2.281050263,0,14,-1,0.901014854
SE1 2SS,51.506106,-0.087199,NW4 3DE,51.581401,-0.228173,9.741083623,40.27791047,7.385830279,48,-1,15.90977464
E6 9SN,51.532761,0.055219,E7 8EA,51.546847,0.036411,1.007698306,6.250495764,0.873588218,33,-1,2.468945827
SE2 0EF,51.498497,0.10445,SE12 9ET,51.44304,0.020551,8.397485882,27.0123809,5.897750261,74,-1,10.66989045
SE8 4HZ,51.471391,-0.024115,SW18 9SL,51.457384,-0.190862,12.09237967,34.41699592,6.380093345,94,-1,13.59471339
SW2 2AD,51.450971,-0.121039,SE19 3NF,51.422435,-0.105294,3.358994353,11.24567033,1.553645117,43,-1,4.442039781
NW4 3SA,51.578178,-0.232051,SE9 5QR,51.44146,0.050412,18.47446894,72.43342369,11.41809736,79,-1,28.61120236
SE24 0EF,51.454033,-0.104576,SE5 8PF,51.471194,-0.084326,4.702592094,10.43147322,1.013648568,40,-1,4.120431923
E18 2DB,51.584378,0.016379,NW6 3AA,51.541873,-0.190584,12.09237967,62.41316982,11.01254096,72,-1,24.65320208
SE25 4XL,51.399524,-0.07999,E18 2DB,51.584378,0.016379,18.13856951,70.33103047,13.42097153,136,-1,27.78075703
SE1 6TJ,51.494747,-0.098768,SE12 9QB,51.435783,0.026763,10.07698306,33.97272598,4.86377578,56,-1,13.41922676
W5 5JY,51.51279,-0.302995,SE12 9QB,51.435783,0.026763,21.49756386,73.41666098,14.65332497,118,-1,28.99958109
SW17 9AG,51.423335,-0.165208,HA1 9GF,51.585237,-0.329686,17.46677063,63.99676609,13.96294838,83,-1,25.2787226
W6 9RH,51.535984,-0.194754,SE12 8SS,51.455336,0.012558,17.1308712,50.39846216,11.95276827,116,-1,19.90739255
SE15 5SZ,51.475094,-0.066594,E1 6NP,51.521656,-0.075247,6.717988706,17.11758363,2.043209806,68,-1,6.761445534
SE14 5TJ,51.469307,-0.046235,SE26 6BP,51.424959,-0.064942,7.053888141,19.46741028,1.162302173,53,-1,7.689627059
SW17 9AG,51.423335,-0.165208,NW10 9UL,51.544184,-0.24567,12.76417854,43.19987206,10.714426,84,-1,17.06394946
SE23 3NA,51.445051,-0.052005,SE16 6AU,51.500401,-0.043407,9.405184188,21.69645655,1.641956406,53,-1,8.570100339
SE25 4XL,51.399524,-0.07999,E6 2NF,51.536121,0.060503,16.12317289,57.50693284,7.132183584,71,-1,22.71523847
E6 9TA,51.532761,0.055219,SE16 6AU,51.500401,-0.043407,6.717988706,27.28776182,6.609831892,75,-1,10.77866592
SE26 6BP,51.424959,-0.064942,SE17 1TS,51.490383,-0.084199,10.07698306,27.92094099,3.515179624,57,-1,11.02877169
W3 7TB,51.558951,-0.19246,SE14 5TJ,51.469307,-0.046235,14.10777628,43.55343628,8.549850136,83,-1,17.20360733
IG5 0RW,51.596486,0.060159,SE1 4QA,51.498117,-0.083716,10.74878193,45.74192756,10.02011421,86,-1,18.06806138
SE26 6BP,51.424959,-0.064942,W1H 7JB,51.514839,-0.158666,17.80267007,38.18436817,6.367167333,68,-1,15.08282543
SW2 2AD,51.450971,-0.121039,BR1 1BQ,51.408139,0.015834,10.07698306,34.37580897,7.503800752,93,-1,13.57844454
SW1V 1NP,51.492683,-0.144462,HA1 9GF,51.585237,-0.329686,15.11547459,53.63398734,9.197541861,63,-1,21.185425
SW17 9AG,51.423335,-0.165208,BR1 1BQ,51.408139,0.015834,10.74878193,38.86127696,8.733132913,101,-1,15.3502044
SE15 5SZ,51.475094,-0.066594,SM6 8SW,51.361415,-0.146037,11.4205808,45.43792228,8.798552943,97,-1,17.9479793
E3 5AT,51.527998,-0.035217,HA1 9GF,51.585237,-0.329686,15.11547459,72.18527116,12.12628307,75,-1,28.51318211
E6 9TA,51.532761,0.055219,SE22 8HA,51.454919,-0.076731,12.42827911,41.90514384,9.566828869,109,-1,16.55253182
E18 2DB,51.584378,0.016379,SE5 8PF,51.471194,-0.084326,12.09237967,46.07056193,8.431307119,81,-1,18.19787196
SE23 3NA,51.445051,-0.052005,SE22 8HA,51.454919,-0.076731,3.023094918,6.594365151,0.774138932,30,-1,2.604774235
SE1 2SS,51.506106,-0.087199,SE15 4HA,51.463758,-0.0668,5.7102904,15.1722064,2.048381549,46,-1,5.993021527
SE8 4HZ,51.471391,-0.024115,SE12 9ET,51.44304,0.020551,4.366692659,13.27850987,1.667565939,47,-1,5.245011398
SW1V 1NP,51.492683,-0.144462,BR1 1BQ,51.408139,0.015834,14.44367572,52.74946149,10.45732896,105,-1,20.83603729
SE6 3TJ,51.434954,-0.023113,SE22 8HA,51.454919,-0.076731,4.030793223,16.17669511,2.061340286,58,-1,6.389794568
W1J 5HQ,51.507122,-0.146599,E18 2DB,51.584378,0.016379,12.42827911,46.6797202,8.362388257,55,-1,18.43848948
SE9 5TG,51.44948,0.050483,SE23 3NA,51.445051,-0.052005,6.046189835,21.99340914,4.32871118,63,-1,8.687396609
SW1H 9HP,51.501001,-0.130911,SE22 8AD,51.464181,-0.082748,7.053888141,15.98033288,2.32767403,65,-1,6.312231488
SE2 0EF,51.498497,0.10445,E11 1DZ,51.569612,-0.003582,14.10777628,46.2637291,8.802151061,112,-1,18.27417299
IG11 0RJ,51.5312,0.120679,E6 2PX,51.531854,0.064319,5.374390965,13.65299035,2.154454574,50,-1,5.392931188
SE26 6HP,51.426178,-0.061956,SE1 6TJ,51.494747,-0.098768,10.07698306,27.65977546,4.561056602,50,-1,10.92561131
SE15 5SZ,51.475094,-0.066594,EN2 0DY,51.666493,-0.080465,15.78727346,62.2877846,13.7989155,141,-1,24.60367492
E7 8EA,51.546847,0.036411,SE1 4QA,51.498117,-0.083716,6.717988706,28.21754069,6.466763319,65,-1,11.14592857
SE9 5TG,51.44948,0.050483,SE23 3NN,51.44797,-0.049132,6.38208927,21.98589004,3.032599984,72,-1,8.684426567
SE25 4XL,51.399524,-0.07999,SE1 2SS,51.506106,-0.087199,10.41288249,37.50623232,5.044158998,41,-1,14.81496177
E11 1DZ,51.569612,-0.003582,SE21 8BX,51.431052,-0.089875,13.77187685,52.37441179,11.68743685,103,-1,20.68789266
E7 8DT,51.544112,0.034429,SE14 5TJ,51.469307,-0.046235,11.08468136,36.69289091,7.689532262,97,-1,14.49369191
NW4 2JT,51.588442,-0.211572,SE16 6AU,51.500401,-0.043407,13.77187685,49.96818494,8.214836454,80,-1,19.73743305
W3 7TB,51.558951,-0.19246,SW1V 1NP,51.492683,-0.144462,7.725687012,25.09674465,5.209763201,58,-1,9.913214136
SE19 3DX,51.414883,-0.094835,SW17 9AG,51.423335,-0.165208,4.702592094,16.77723514,1.504840393,93,-1,6.627007882
SE9 5QR,51.44146,0.050412,E18 2DB,51.584378,0.016379,10.41288249,54.7439686,7.603030025,100,-1,21.6238676
SE23 3NN,51.44797,-0.049132,W2 1EB,51.566901,-0.209532,16.79497176,56.33328754,6.824552944,52,-1,22.25164858
SE25 4XL,51.399524,-0.07999,E6 2NS,51.535175,0.062667,16.45907233,57.64743951,7.681678874,74,-1,22.77073861
E7 8DT,51.544112,0.034429,NW4 3UA,51.575986,-0.233983,13.43597741,70.6139689,84.50847125,70,-1,27.89251771
SE12 9QB,51.435783,0.026763,SE2 0EF,51.498497,0.10445,9.405184188,30.74973389,6.85606512,76,-1,12.14614489
SE13 7TW,51.465336,-0.021253,SE12 8SS,51.455336,0.012558,4.030793223,9.62672329,0.976565089,31,-1,3.8025557
SE16 7PF,51.496001,-0.039446,SE25 4DQ,51.403127,-0.072679,14.44367572,38.18463637,3.714080925,55,-1,15.08293136
SE12 9TZ,51.432583,0.027743,SE15 4HA,51.463758,-0.0668,7.053888141,25.60649052,3.588092245,59,-1,10.11456376
SE25 4XL,51.399524,-0.07999,SE12 0JQ,51.441768,0.01871,7.389787576,26.64361192,4.559756564,68,-1,10.52422671
SE15 4DA,51.462937,-0.077042,SE1 6TJ,51.494747,-0.098768,5.7102904,11.26761814,1.845288503,38,-1,4.450709167
E7 8DT,51.544112,0.034429,SE14 6EB,51.481142,-0.035014,8.397485882,32.36974262,6.898702817,73,-1,12.78604834
N1 9JJ,51.651933,-0.077091,SE13 6TZ,51.446221,-0.004004,18.47446894,76.76962409,8.94313296,76,-1,30.32400151
SE8 4HZ,51.471391,-0.024115,W3 7TB,51.558951,-0.19246,14.10777628,46.3653045,9.066898499,74,-1,18.31429528
E3 5AA,51.527185,-0.034503,SE15 5SZ,51.475094,-0.066594,7.053888141,23.25396303,4.583336161,61,-1,9.185315396
E7 8DT,51.544112,0.034429,SE9 5TG,51.44948,0.050483,9.741083623,37.51677544,6.416431274,87,-1,14.8191263
SW1V 1NP,51.492683,-0.144462,SE17 3RD,51.487667,-0.104147,7.389787576,9.172266326,2.190059892,35,-1,3.623045199
SE9 5DL,51.450285,0.055917,E6 2NS,51.535175,0.062667,9.069284753,40.21107603,7.502841849,82,-1,15.88337503
SE13 6TZ,51.446221,-0.004004,SE20 8LB,51.411851,-0.059126,6.717988706,17.55809008,2.144038147,63,-1,6.935445582
SE22 8AD,51.464181,-0.082748,N1 9JJ,51.651933,-0.077091,19.48216725,62.5680995,5.131778173,63,-1,24.7143993
SE9 5DL,51.450285,0.055917,E6 2NF,51.536121,0.060503,8.733385317,40.07056936,7.062697615,78,-1,15.8278749
W1T 3QG,51.51701,-0.137794,SE5 8PF,51.471194,-0.084326,9.405184188,20.90199738,3.386182111,63,-1,8.256288965
SE14 6EB,51.481142,-0.035014,SE15 4DA,51.462937,-0.077042,7.389787576,12.43905426,1.055366524,51,-1,4.913426434
SW9 6LW,51.472675,-0.1124,SE15 4HA,51.463758,-0.0668,3.358994353,13.40795101,1.619624451,50,-1,5.296140651
E7 0AF,51.55368,0.019868,SE7 8NE,51.491891,0.035502,12.09237967,30.49629593,5.20032919,86,-1,12.04603689
SE22 8AD,51.464181,-0.082748,N1 9JP,51.651933,-0.077091,19.48216725,62.5680995,4.164312423,64,-1,24.7143993
SE15 2UJ,51.475983,-0.062179,SE12 8BP,51.451997,0.026286,6.38208927,20.04173188,2.74743535,70,-1,7.916484091
E6 6AQ,51.525592,0.063488,W1J 5HQ,51.507122,-0.146599,9.741083623,41.45155089,7.434852,87,-1,16.3733626
SE1 2SS,51.506106,-0.087199,SE4 1YB,51.465709,-0.026866,4.366692659,19.30589267,1.77409921,42,-1,7.625827603
W1J 5HQ,51.507122,-0.146599,SE16 5QU,51.504227,-0.048517,9.069284753,22.52305475,2.691170714,54,-1,8.896606627
W5 5JY,51.51279,-0.302995,SE12 9TZ,51.432583,0.027743,20.82576499,74.3098445,15.42974242,118,-1,29.35238858
SE25 4TY,51.401113,-0.067804,W3 7JU,51.508973,-0.250654,16.45907233,53.88959833,13.14164058,136,-1,21.28639134
W1J 5HQ,51.507122,-0.146599,SE1 2SS,51.506106,-0.087199,7.389787576,14.43219472,1.504905468,33,-1,5.700716913
SE1 2SS,51.506106,-0.087199,EN2 0DY,51.666493,-0.080465,12.76417854,50.12279208,12.65776134,117,-1,19.79850287
SE9 5QR,51.44146,0.050412,SE1 2SS,51.506106,-0.087199,11.08468136,35.88630969,4.948450023,43,-1,14.17509233
EN2 0DY,51.666493,-0.080465,E11 1DZ,51.569612,-0.003582,9.405184188,39.82120614,8.854735742,123,-1,15.72937643
NW4 3SA,51.578178,-0.232051,NW4 3DH,51.580454,-0.227401,1.343597741,2.144406987,0,9,-1,0.84704076
SE26 6BP,51.424959,-0.064942,SE16 7PF,51.496001,-0.039446,12.42827911,27.85343109,2.29249132,46,-1,11.00210528
E6 6AQ,51.525592,0.063488,W6 9RW,51.488684,-0.22657,12.76417854,57.20948036,12.74733421,113,-1,22.59774474
NW4 3SA,51.578178,-0.232051,NW4 3DE,51.581401,-0.228173,1.007698306,1.46384045,0,9,-1,0.578216978
SE12 9ET,51.44304,0.020551,SE1 4QA,51.498117,-0.083716,7.053888141,28.21580273,3.942206874,61,-1,11.14524208
W1J 8PD,51.507805,-0.144827,SE12 0JQ,51.441768,0.01871,13.10007798,40.59895117,5.734306694,57,-1,16.03658571
SW2 1LR,51.45674,-0.113504,IG5 0RW,51.596486,0.060159,15.78727346,61.81135401,13.16507425,95,-1,24.41548484
SE1 4QA,51.498117,-0.083716,E3 5AA,51.527185,-0.034503,5.7102904,14.34478961,2.13701074,52,-1,5.666191897
NW4 3SA,51.578178,-0.232051,SE9 5DL,51.450285,0.055917,18.47446894,70.62828664,12.47174419,92,-1,27.89817322
SW17 9AG,51.423335,-0.165208,SE6 3TJ,51.434954,-0.023113,10.74878193,32.11668735,9.989956316,110,-1,12.6860915
W1U 4ED,51.518776,-0.153376,SE26 6BP,51.424959,-0.064942,14.77957515,38.43572008,7.250449638,94,-1,15.18210943
NW4 2JT,51.588442,-0.211572,SE22 8HA,51.454919,-0.076731,14.77957515,51.87364543,10.11463467,97,-1,20.49008995
W1S 2HU,51.512255,-0.141361,SE13 7TW,51.465336,-0.021253,11.4205808,28.81886141,6.185221912,70,-1,11.38345026
SE5 8PF,51.471194,-0.084326,IG5 0RW,51.596486,0.060159,13.77187685,55.97792034,12.0070489,103,-1,22.11127853
W2 1EB,51.566901,-0.209532,SE12 8BP,51.451997,0.026286,17.1308712,61.36260903,8.023736912,66,-1,24.23823057
SE22 8RP,51.457684,-0.077003,SE12 0JQ,51.441768,0.01871,5.374390965,22.48423336,3.005953661,77,-1,8.881272179
SE9 5DL,51.450285,0.055917,E6 2PX,51.531854,0.064319,8.733385317,40.52478128,8.361918838,76,-1,16.00728861
E6 2NS,51.535175,0.062667,SE13 6TZ,51.446221,-0.004004,10.07698306,42.52108887,9.736382483,89,-1,16.7958301
E6 2NS,51.535175,0.062667,SE19 3DX,51.414883,-0.094835,19.81806668,60.58238141,9.196447992,98,-1,23.93004066
SE1 1GE,51.503839,-0.092121,SW2 2AD,51.450971,-0.121039,4.030793223,16.79614032,2.363842429,54,-1,6.634475428
NW4 2DH,51.586223,-0.221172,SE9 2LL,51.446535,0.08289,15.45137402,80.23376451,14.64309716,120,-1,31.69233698
SE9 5DL,51.450285,0.055917,HA1 9GF,51.585237,-0.329686,24.18475934,93.298171,16.0450543,100,-1,36.85277754
